nombre,url,modelo,categoria,precio,descripcion,opiniones,imagen
Chaleco Salvavidas Niño Ibiza 100 Nw 20-30 kg Imnasa,https://www.accesorionautico.com/chalecos-salvavidas-nauticos-chalecos-salvavidas-para-nino,[90250848-O],[Chalecos Salvavidas Para Niño 100 Nw],"19,95€","Con cuello modular, cremallera, 2 cintas con ralitivas hebills de desenganche rapido y cierre inferior y cinchas con sujecion en las piernas. Sistema de señalizacion con cintas reflectantes y silbato.",0/10  (0 votos),https://www.accesorionautico.com/images/products/90250846.jpg
Registro Circular Inox 125 mm,https://www.accesorionautico.com/registro-circular-inox-p-9357.html,[20250409],[Registros Circulares],"79,95€","Registro circular fabricado en Inox con cierre especial que garantiza la estanqueidad.,Diametro Interior 125 mm,Diametro exterior 175mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/20250407-z.jpg
Conjunto de Fondeo 12 mm 50 metros con Cadena 1.5 mt,https://www.accesorionautico.com/conjunto-fondeo-metros-cadena-p-356.html,[85250013],[Conjuntos fondeo],"63,50€","Cabo de fondeo de nylon con 1,5 metros de cadena galvanizada, guardacabos en plastico y un grillete galvanizado.,Ø 12 mm - longitud 50 metros.",10/10  (2 votos),https://www.accesorionautico.com/images/products/caboFondeo cadena.jpg
Ancla Yate 40 Kg Imnasa,https://www.accesorionautico.com/anclas-anclas-yate-c-18_88_201.html,[16400030],[Anclas Yate],"189,00€","Ancla Yate 40 Kg Imnasa. El modelo Yate está construido con chapa de acero galvanizado en caliente. Se introduce en cualquier fondo, con un gran poder de agarre.,Ningún riesgo de bloqueo de la caña.,Mod. de 40 Kg de peso",7/10  (1 voto),https://www.accesorionautico.com/images/products/ancla2.jpg
Juego Jarras 6 Piezas,https://www.accesorionautico.com/vajillas-vajilla-melamina-c-29_461_792.html,[04845025],[Vajilla en melamina],"16,95€",Juego Jarras 6 Piezas,10/10  (6 votos),https://www.accesorionautico.com/images/products/jarra-melamina-6-piezas-cubierta-interior-imnasa-ref.04845025.jp
Ancla Flotante Ø 150 cm Imnasa,https://www.accesorionautico.com/anclas-anclas-flotantes-c-18_88_206.html,[90250183],[Anclas Flotantes],"75,95€","Ancla Flotante Ø 150 cm Imnasa. De gran utilidad cuando se quiere mantener la proa al viento o para reducir la marcha del barco en situaciones de apuro.,Fabricadas en PVC.,Recubiertas con cinchas interiores continuas para aumentar su resistencia.,Longitud: 220 cm  Eslora maxima embarcacion: 16 mts.",8/10  (3 votos),https://www.accesorionautico.com/images/products/ancla capa.jpg
Chaleco Salvavidas Niño Ibiza 100 Nw 10-15 kg Imnasa,https://www.accesorionautico.com/chalecos-salvavidas-nauticos-chalecos-salvavidas-para-nino,[90250846-O],[Chalecos Salvavidas Para Niño 100 Nw],"18,95€","Con cuello modular, cremallera, 2 cintas con ralitivas hebills de desenganche rapido y cierre inferior y cinchas con sujecion en las piernas. Sistema de señalizacion con cintas reflectantes y silbato.",0/10  (0 votos),https://www.accesorionautico.com/images/products/90250846.jpg
Cadena de Fondeo Galvanizada Ø 08 mm Imnasa,https://www.accesorionautico.com/cadenas-cadena-fondeo-galvanizada-c-18_89_207.html,[91250006-O],[Cadena Galvanizada por Metros],"5,75€","Cadena para fondeo de acero galvanizada en caliente segun DIN5685, de mayor duración que el zincado.,Apropiada para fondeo manual, sujección de boyas, anclas y otros usos en ambiente marino.,Se suministra por metros o en bidones de 50 m. Precio por metro.",9/10  (5 votos),https://www.accesorionautico.com/images/products/cadena galv.jpg
Conjunto de Fondeo 12 mm 100 metros con Cadena 1.5 mt Imnasa,https://www.accesorionautico.com/conjunto-fondeo-metros-cadena-imnasa-p-357.html,[85250014],[Conjuntos fondeo],"119,00€","Cabo de fondeo de nylon con 1,5 metros de cadena galvanizada, guardacabos en plastico y un grillete galvanizado.,Ø 12 mm - longitud 100 metros.",9/10  (1 voto),https://www.accesorionautico.com/images/products/caboFondeo cadena.jpg
Registro Circular Inox 100 mm,https://www.accesorionautico.com/registro-circular-inox-p-9356.html,[20250408],[Registros Circulares],"58,95€","Registro circular fabricado en Inox con cierre especial que garantiza la estanqueidad.,Diametro Interior 100 mm,Diametro exterior 149mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/20250407-z.jpg
Ancla Tipo Danforth Inox 316 10 Kg Imnasa,https://www.accesorionautico.com/anclas-ancla-tipo-danforth-c-18_88_934.html,[16400135],[Ancla tipo DANFORTH],"345,00€","Ancla Tipo Danforth Inox 316  10 Kg Imnasa. Ancla tipo DANFORTH en inox pulido 316,Modelo de 10 Kilos",8/10  (5 votos),https://www.accesorionautico.com/images/products/ancla Danforth.jpg
Cabo de Fondeo Blanco 26 mm 100 Metros,https://www.accesorionautico.com/cabos-fondeo-amarre-cabo-fondeo-amarre-blanco-c-18_90_212.html,[85250042],[Cabo de Fondeo y Amarre Blanco],"325,00€","Cabo de fondeo blanco de gran resistencia a la tracción y abrasión.,Gran capacidad de absorción de impactos y cargas dinámicas (tirones). No flota, por lo que disminuye el riesgo de engancharse en hélices y timones. Por todo ello es ideal en amarres, fondeos y remolques. Otra cualidad es su flexibilidad, lo que la hace muy apropiada para hacer nudos. Con su construcción de cuatro cordones torcidos permite la elaboración de gazas, algo muy apreciado por los marineros profesionales ya que son muy útiles en multitud de ocasiones, particularmente en cabos de amarre. Buena estabilidad ante la acción de los rayos UV. ,Resistencia 5.226 kgs  Ø 26 mm. bobina de 100 metros.",9/10  (8 votos),https://www.accesorionautico.com/images/products/cabo blanco.jpg
Conjunto de Fondeo 12 mm 30 metros con Cadena 15 mt Imnasa,https://www.accesorionautico.com/conjunto-fondeo-metros-cadena-imnasa-p-7992.html,[85250110],[Conjuntos fondeo],"122,00€","Cabo de fondeo de nylon con 15 metros de cadena galvanizada, guardacabos en plastico y un grillete galvanizado.,Ø 12 mm - longitud 30 metros.",0/10  (0 votos),https://www.accesorionautico.com/images/products/caboFondeo cadena.jpg
Conjunto de Fondeo 10 mm 50 metros con Cadena 1.5 mt Imnasa,https://www.accesorionautico.com/conjunto-fondeo-metros-cadena-imnasa-p-355.html,[85250012-O],[Conjuntos fondeo],"46,95€","Cabo de fondeo de nylon con 1,5 metros de cadena galvanizada, guardacabos en plastico y un grillete galvanizado.,Ø 10 mm - longitud 50 metros.",10/10  (10 votos),https://www.accesorionautico.com/images/products/caboFondeo cadena.jpg
Chalecos Deportes Acuaticos Canoa-Kayak-Vela 70-85 Kg Imnasa,https://www.accesorionautico.com/chalecos-salvavidas-nauticos-chalecos-salvavidas-para-deportes-acuaticos,[90250522],[Chalecos Salvavidas Para Deportes Acuaticos],"35,95€","Wind 50 nw,chaleco para la practica de canoa , kayak , embarcaciones vela , sistema cierre rapido . 100-110 cm torax . talla L",0/10  (0 votos),https://www.accesorionautico.com/images/products/.90250520.jpg
Registro Circular Inox 100 mm,https://www.accesorionautico.com/registro-circular-inox-p-9360.html,[20250412],[Registros Circulares],"56,95€","Registro circular fabricado en Inox con cierre especial que garantiza la estanqueidad.,Diametro Interior 100 mm,Diametro exterior 149mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/20250411-z.jpg
Cabo de Fondeo Blanco 30 mm 100 Metros,https://www.accesorionautico.com/cabos-fondeo-amarre-cabo-fondeo-amarre-blanco-c-18_90_212.html,[85250044],[Cabo de Fondeo y Amarre Blanco],"427,00€","Cabo de fondeo blanco de gran resistencia a la tracción y abrasión.,Gran capacidad de absorción de impactos y cargas dinámicas (tirones). No flota, por lo que disminuye el riesgo de engancharse en hélices y timones. Por todo ello es ideal en amarres, fondeos y remolques. Otra cualidad es su flexibilidad, lo que la hace muy apropiada para hacer nudos. Con su construcción de cuatro cordones torcidos permite la elaboración de gazas, algo muy apreciado por los marineros profesionales ya que son muy útiles en multitud de ocasiones, particularmente en cabos de amarre. Buena estabilidad ante la acción de los rayos UV. ,Resistencia 6500 kgs  Ø 30 mm. bobina de 100 metros.",0/10  (0 votos),https://www.accesorionautico.com/images/products/cabo blanco.jpg
Ancla Delta Galvanizada 30 Kg Imnasa,https://www.accesorionautico.com/anclas-anclas-tipo-delta-c-18_88_920.html,[16410025],[Anclas Tipo Delta Galvanizada],"159,00€","Imnasa Delta-Anker Verzinkt 20 Kg. ,Longitud total              Anchura              Pala  ,   960 mm                405 mm            710mm",9/10  (10 votos),https://www.accesorionautico.com/images/products/ancla-tipo-delta.jpg
Chaleco Salvavidas Adulto Ibiza 100 Nw +90 kg Imnasa,https://www.accesorionautico.com/chalecos-salvavidas-nauticos-chaleco-salvavidas-para-adultos,[90250854-O],[Chaleco Salvavidas para Adultos 100 Nw],"24,95€","Con cuello modular, cremallera, 2 cintas con ralitivas hebills de desenganche rapido y cierre inferior y cinchas con sujecion en las piernas. Sistema de señalizacion con cintas reflectantes y silbato.",0/10  (0 votos),https://www.accesorionautico.com/images/products/90250846.jpg
Ancla Flotante Ø 100 cm Imnasa,https://www.accesorionautico.com/anclas-anclas-flotantes-c-18_88_206.html,[90250182],[Anclas Flotantes],"33,95€","Ancla Flotante Ø 100 cm Imnasa. De gran utilidad cuando se quiere mantener la proa al viento o para reducir la marcha del barco en situaciones de apuro.,Fabricadas en PVC.,Recubiertas con cinchas interiores continuas para aumentar su resistencia.,Longitud: 150 cm  Eslora maxima embarcacion: 10 mts.",8/10  (7 votos),https://www.accesorionautico.com/images/products/ancla capa.jpg
Ajustador telescopico en nylon A350,https://www.accesorionautico.com/ajustador-telescopico-nylon-a350-p-3740.html,[40250561],"[Resortes, retenes y sujetapuertas]","19,95€","Ajustador telescopico en nylon,Longitud 350 á 530 mm",9/10  (7 votos),https://www.accesorionautico.com/images/products/40250560-.jpg
Ajustador telescopico en nylon B250,https://www.accesorionautico.com/ajustador-telescopico-nylon-b250-p-3741.html,[40250562],"[Resortes, retenes y sujetapuertas]","18,95€","Ajustador telescopico en nylon,Longitud 250 á 480 mm",9/10  (6 votos),https://www.accesorionautico.com/images/products/40250560-.jpg
Chaleco Hinchable Adulto Shark 150 Nw Manual con Arnes Imnasa,https://www.accesorionautico.com/chalecos-salvavidas-nauticos-chalecos-salvavidas-hinchables-adultos,[90250312-O],[Chalecos Salvavidas Hinchables Adultos],"74,95€","Shark de 150N Newton para más de 40 Kgs y tórax de 55 á 140 cm,En color azul",9/10  (11 votos),https://www.accesorionautico.com/images/products/90250312.jpg
Ancla Yate 25 Kg Imnasa,https://www.accesorionautico.com/anclas-anclas-yate-c-18_88_201.html,[16400028],[Anclas Yate],"113,95€","Ancla Yate 25 Kg Imnasa. El modelo Yate está construido con chapa de acero galvanizado en caliente. Se introduce en cualquier fondo, con un gran poder de agarre.,Ningún riesgo de bloqueo de la caña.,Mod. de 25 Kg de peso",9/10  (4 votos),https://www.accesorionautico.com/images/products/ancla2.jpg
Ajustador telescopico en bronce,https://www.accesorionautico.com/ajustador-telescopico-bronce-p-3738.html,[44250065],"[Resortes, retenes y sujetapuertas]","41,95€","Ajustador telescópico en bronce cromado,Longitud: 300 á 510 mm",9/10  (11 votos),https://www.accesorionautico.com/images/products/44250065-.jpg
Aforador Plastico Agua y Gasolina 240-33 Ohm 600 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-24033-c-19_99_1463.html,[76300059],[Aforadores Plastico Agua y Gasolina 240-33 Ohm],"24,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Agarradera Neumatica Negra,https://www.accesorionautico.com/agarradera-neumatica-negra-p-9883.html,[00910128],[Otros Accesorios para Neumaticas(Arcos-Valvulas-Manometros)],"8,95€","Agarradera para neumatica,Dimensiones : 240x110 mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/mfnwP5c7H0RckzNH6d-mN3Q.jpg
Ajustador telescopico en nylon A240,https://www.accesorionautico.com/ajustador-telescopico-nylon-a240-p-3739.html,[40250560],"[Resortes, retenes y sujetapuertas]","17,95€","Ajustador telescopico en nylon,Longitud 240 á 380 mm",9/10  (6 votos),https://www.accesorionautico.com/images/products/40250560-.jpg
Agarradera Neumatica Lujo Negra,https://www.accesorionautico.com/agarradera-neumatica-lujo-negra-p-3324.html,[00910138],[Otros Accesorios para Neumaticas(Arcos-Valvulas-Manometros)],"17,95€","Agarradera para neumatica,dimensiones : 280x100mm",9/10  (7 votos),https://www.accesorionautico.com/images/products/tirador-embarcacion-neumatica-23142-4902047.jpg
Agarradera Neumatica Lujo Gris,https://www.accesorionautico.com/agarradera-neumatica-lujo-gris-p-9881.html,[00910119],[Otros Accesorios para Neumaticas(Arcos-Valvulas-Manometros)],"17,95€","Agarradera para neumatica,280x100 mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/tirador-embarcacion-neumatica-23142-4902079.jpg
Aforador Plastico Agua y Gasolina 240-33 Ohm 450 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-24033-c-19_99_1463.html,[76300057],[Aforadores Plastico Agua y Gasolina 240-33 Ohm],"20,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Agarradera Neumatica Gris,https://www.accesorionautico.com/agarradera-neumatica-gris-p-9882.html,[00910127],[Otros Accesorios para Neumaticas(Arcos-Valvulas-Manometros)],"8,95€","Agarradera para neumatica,Dimensiones : 240x110 mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/N3826095.jpg
Aforador Plastico Agua y Gasolina 240-33 Ohm 350 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-24033-c-19_99_1463.html,[76300055],[Aforadores Plastico Agua y Gasolina 240-33 Ohm],"18,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Aforador Plastico Agua y Gasolina 240-33 Ohm 400 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-24033-c-19_99_1463.html,[76300056],[Aforadores Plastico Agua y Gasolina 240-33 Ohm],"19,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Aforador Plastico Agua y Gasolina 240-33 Ohm 300 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-24033-c-19_99_1463.html,[76300054],[Aforadores Plastico Agua y Gasolina 240-33 Ohm],"17,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Aforador Inox Agua y Gasolina 240-33 Ohm 450 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-24033-c-19_99_1409.html,[63000384],[Aforadores Inox Agua y Gasolina 240-33 Ohm],"44,95€","Aforador para flotador en inox para agua y combustible.,Para : Teleflex , aqua meter  , livarsi , faria usa , serie negra , vetus (no para vdo)",0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Aforador Plastico Agua y Gasolina 240-33 Ohm 150 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-24033-c-19_99_1463.html,[76300050],[Aforadores Plastico Agua y Gasolina 240-33 Ohm],"12,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Aforador Plastico Agua y Gasolina 240-33 Ohm 500 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-24033-c-19_99_1463.html,[76300058],[Aforadores Plastico Agua y Gasolina 240-33 Ohm],"22,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Aforador Plastico Agua y Gasolina 240-33 Ohm 280 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-24033-c-19_99_1463.html,[76300053],[Aforadores Plastico Agua y Gasolina 240-33 Ohm],"16,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Aforador Plastico Agua y Gasolina 10-180 Ohm 300 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-plastico-agua-gasolina-10180-relojes-c-19_99_1462.html,[76300064],[Aforadores Plastico Agua y Gasolina 10-180 Ohm y Relojes],"17,95€",Aforador para flotador en Plastico resistente a liquidos para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/76300050.jpg
Aforador Inox Agua y Gasolina 240-33 Ohm 350 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-24033-c-19_99_1409.html,[63000382],[Aforadores Inox Agua y Gasolina 240-33 Ohm],"37,95€","Aforador para flotador en inox para agua y combustible.,Para : Teleflex , aqua meter  , livarsi , faria usa , serie negra , vetus (no para vdo)",0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Aforador Inox Agua y Gasolina 240-33 Ohm 170 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-24033-c-19_99_1409.html,[63000378],[Aforadores Inox Agua y Gasolina 240-33 Ohm],"38,95€","Aforador para flotador en inox para agua y combustible.,Para : Teleflex , aqua meter  , livarsi , faria usa , serie negra , vetus (no para vdo)",0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Aforador Inox Agua y Gasolina 0-180 Ohm 600 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-0180-indicador-combustible-c-19_99_1410.html,[63000394],[Aforadores Inox Agua y Gasolina 0-180 Ohm - Indicador Combustible],"51,95€",Aforador para flotador en inox para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Aforador Inox Agua y Gasolina 240-33 Ohm 390 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-24033-c-19_99_1409.html,[63000383],[Aforadores Inox Agua y Gasolina 240-33 Ohm],"40,95€","Aforador para flotador en inox para agua y combustible.,Para : Teleflex , aqua meter  , livarsi , faria usa , serie negra , vetus (no para vdo)",0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Aforador Inox Agua y Gasolina 240-33 Ohm 200 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-24033-c-19_99_1409.html,[63000379],[Aforadores Inox Agua y Gasolina 240-33 Ohm],"42,95€","Aforador para flotador en inox para agua y combustible.,Para : Teleflex , aqua meter  , livarsi , faria usa , serie negra , vetus (no para vdo)",0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Aforador Inox Agua y Gasolina 0-180 Ohm 900 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-0180-indicador-combustible-c-19_99_1410.html,[63000396],[Aforadores Inox Agua y Gasolina 0-180 Ohm - Indicador Combustible],"89,95€",Aforador para flotador en inox para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Aforador Inox Agua y Gasolina 0-180 Ohm 400 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-0180-indicador-combustible-c-19_99_1410.html,[63000392],[Aforadores Inox Agua y Gasolina 0-180 Ohm - Indicador Combustible],"43,95€",Aforador para flotador en inox para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Aforador Inox Agua y Gasolina 240-33 Ohm 290 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-24033-c-19_99_1409.html,[63000381],[Aforadores Inox Agua y Gasolina 240-33 Ohm],"38,95€"," ,Aforador para flotador en inox para agua y combustible.,Para : Teleflex , aqua meter  , livarsi , faria usa , serie negra , vetus (no para vdo)",0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Registro Circular Con Maneta 315 mm.,https://www.accesorionautico.com/registro-circular-maneta-p-1541.html,[35250388],[Registros Circulares],"29,95€","Registro circular fabricado en pvc blanco con maneta.,Diametro Ext 315 mm. Diametro Int 230 mm.",9/10  (10 votos),https://www.accesorionautico.com/images/products/35250386.jpg
Ancla Flotante Ø 60 cm Imnasa,https://www.accesorionautico.com/anclas-anclas-flotantes-c-18_88_206.html,[90250180],[Anclas Flotantes],"33,95€","Ancla Flotante Ø 60 cm Imnasa . De gran utilidad cuando se quiere mantener la proa al viento o para reducir la marcha del barco en situaciones de apuro.,Fabricadas en PVC.,Recubiertas con cinchas interiores continuas para aumentar su resistencia.,Longitud: 800 mm  Eslora maxima embarcacion: 8 mts.",9/10  (4 votos),https://www.accesorionautico.com/images/products/ancla capa.jpg
Aforador Inox Agua y Gasolina 0-180 Ohm 500 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-0180-indicador-combustible-c-19_99_1410.html,[63000393],[Aforadores Inox Agua y Gasolina 0-180 Ohm - Indicador Combustible],"49,95€",Aforador para flotador en inox para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Kit Herradura Completa de Rescate Imnasa,https://www.accesorionautico.com/herradura-completa-rescate-imnasa,[90250106-O],"[Aros , Herraduras y Soportes Salvavidas]","43,95€","Herradura completa de rescate compuesta de bolsa de proteccion , herradura , rabiza y luz flotante automatica.",0/10  (0 votos),https://www.accesorionautico.com/images/products/90250106a.jpg
Antideslizante incombustible (gris) 20 metros,https://www.accesorionautico.com/antideslizante-incombustible-gris-metros-p-3749.html,[60250998],[Alfombras - Antideslizantes - Espumas],"430,00€","Antideslizante incombustible fabricado,en PVC de fácil lavado con agua y jabón.,Ancho 140 cm. Largo 20 metros,Color gris.",9/10  (4 votos),https://www.accesorionautico.com/images/products/mantenimiento-y-mecanica-imnasa-ref-60250997.jpg
Aforador Inox Agua y Gasolina 0-180 Ohm 300 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-0180-indicador-combustible-c-19_99_1410.html,[63000391],[Aforadores Inox Agua y Gasolina 0-180 Ohm - Indicador Combustible],"38,95€",Aforador para flotador en inox para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Extintor Homologado para Nautica 9 Kg ABC Imnasa,https://www.accesorionautico.com/extintor-homologado-para-nautica-imnasa-4,[90250055],[Extintores y Cajas para Extintor para Barcos - Nautica],"52,95€","Extintor Homologado para Nautica 9 Kg ABC Imnasa,Extintor de 9 Kg clase ABC con manometro y soporte, tipo de presion permanente,  Alcance del chorro,4metros,,Fabricado con material de aluminio pintado. Botella en aleacion de aluminio fabricado en una sola pieza mediante embuticion y trefiladura combinados, con pintura exterior en resina poliester al horno.  Soporte en material de plastico especialmente para embarcaciones deportivas con fijacion en cualquier posicion.,Homologado CEE P.E.D. 97/23EC, SOLAS M.E.D. 96/98/ EC0029/09",8/10  (3 votos),https://www.accesorionautico.com/images/products/EXT.jpg
Antifouling Motor Blanco,https://www.accesorionautico.com/antifouling-pinturas-materiales-pintura-pintura-nautica-antifouling-c-22_1307_117.html,[18250870],[Antifouling Motor],"13,95€","Pintura antifouling en spray color blanco, especial para helices y colas. Es necesario su imprimacion previamente. 400 ml.",8/10  (8 votos),https://www.accesorionautico.com/images/products/18250303.jpg
Antena de TV Pacific Aerials P8022,https://www.accesorionautico.com/antenas-accesorios-antenas-c-3_58_608.html,[65000450],[Antenas TV],"155,00€","● Ligera y resistente, Omnidireccional: recepción de TV y FM desde cualquier dirección, Alta ganancia y ruido reducido, Pilotos LED para confirmar el correcto funcionamiento, Servida con el mástil de montaje y pasamuros para montaje en cubierta o techo, Fácil de instalar, Dimensiones: Ø 200 x 40 mm, Altura del mástil: 200 mm, Peso: 370 gr, Rango de frecuencia del amplificador: 40-890 mhz, Ganancia: > 22 dB, Consumo medio: 30 mA",9/10  (4 votos),https://www.accesorionautico.com/images/products/PACIFIC-AERIALS-ANTENA-DE-TV-P8022-PACIFIC-AERIALS.jpg
Antideslizante incombustible (blanco) 20 metros,https://www.accesorionautico.com/antideslizante-incombustible-blanco-metros-p-3748.html,[60250997],[Alfombras - Antideslizantes - Espumas],"430,00€","Antideslizante incombustible fabricado,en PVC de fácil lavado con agua y jabón.,Ancho 140 cm. Largo 20 metros,Color blanco.",9/10  (10 votos),https://www.accesorionautico.com/images/products/mantenimiento-y-mecanica-imnasa-ref-60250997.jpg
Aforador Inox Agua y Gasolina 0-180 Ohm 800 mm,https://www.accesorionautico.com/aforadores-relojes-accesorios-aforadores-inox-agua-gasolina-0180-indicador-combustible-c-19_99_1410.html,[63000395],[Aforadores Inox Agua y Gasolina 0-180 Ohm - Indicador Combustible],"75,95€",Aforador para flotador en inox para agua y combustible.,0/10  (0 votos),https://www.accesorionautico.com/images/products/63000378.jpg
Antideslizante,https://www.accesorionautico.com/antideslizante-p-3682.html,[40250601],[Alfombras - Antideslizantes - Espumas],"8,95€","Antideslizante de 30 cms de ancho,Rollo de 3,6 metros",6/10  (3 votos),https://www.accesorionautico.com/images/products/antideslizante-30cm-x-366-mts-imnasa-ref.40250601.jpg
anemometro silva - oferta 1 unidad,,[65000715],[ARTICULOS EN OFERTA ESPECIAL],"79,00€","Anemómetro con ingeniosas funciones para los entusiastas del aire libre. Equipado con alarma wind chill, historial de velocidad del viento máx. y media y también posee una alarma y cronómetro.,• Medición de la velocidad del viento, máx y media,• Termómetro, Celsius o Fahrenheit,• Reloj con alarma, Cronómetro, con parciales y cuenta atrás",0/10  (0 votos),https://www.accesorionautico.com/images/products/20091211201155-adc_wind_front-web.jpg
Balsa Salvavidas Imnasa 6 Plazas Bolsa,https://www.accesorionautico.com/balsas-salvavidas-soportes-balsas-salvavidas-imnasa-homologadas-c-14_689_1117.html,[90251121],[Balsas Salvavidas Imnasa Homologadas],"1.699,00€",Balsa Salvavidas Imnasa. ,9/10  (10 votos),https://www.accesorionautico.com/images/products/BALSA-SALVAVIDAS-IMNASA-4-12-PERSONAS.jpg
Bandera Comunidad Valenciana 45x30,https://www.accesorionautico.com/banderas-para-barcos-nautica-banderas-comunidades-autonomas-para-nautica-c-4_41_192.html,[89250038-O],[Banderas Comunidades Autonomas para Nautica],"2,95€","Bandera Autonómica de la Comunidad Valenciana.,Fabricada en poliester.,Medidas: largo 45 cm, alto 30 cm",9/10  (3 votos),https://www.accesorionautico.com/images/products/BANDERA_VALENCIA.jpg
Balsa Salvavidas Imnasa 4 Plazas Contenedor,https://www.accesorionautico.com/balsas-salvavidas-soportes-balsas-salvavidas-imnasa-homologadas-c-14_689_1117.html,[90251124],[Balsas Salvavidas Imnasa Homologadas],"1.525,00€",Balsa Salvavidas Imnasa. ,9/10  (6 votos),https://www.accesorionautico.com/images/products/BALSA-SALVAVIDAS-IMNASA-4-12-PERSONAS.jpg
Bandera Cataluña 45x30,https://www.accesorionautico.com/banderas-para-barcos-nautica-banderas-comunidades-autonomas-para-nautica-c-4_41_192.html,[89250030-O],[Banderas Comunidades Autonomas para Nautica],"2,95€","Bandera de la Comunidad Autonoma de Cataluña.,Fabricada en poliester.,Medidas: largo 45 cm, alto 30 cm",9/10  (8 votos),https://www.accesorionautico.com/images/products/ban catalana.jpg
Bandera Comunidad Valenciana 30x20,https://www.accesorionautico.com/banderas-para-barcos-nautica-banderas-comunidades-autonomas-para-nautica-c-4_41_192.html,[89250037-O],[Banderas Comunidades Autonomas para Nautica],"2,25€","Bandera Autonómica de la Comunidad Valenciana.,Fabricada en poliester.,Medidas: largo 30 cm, alto 20 cm",8/10  (12 votos),https://www.accesorionautico.com/images/products/BANDERA_VALENCIA.jpg
